Hotel_id,suggest1,suggest2,suggest3,suggest4,suggest5
1600,558,6888,1383,2174,2785
1601,3603,3513,4277,1038,1764
1602,2673,1013,994,3317,4935
1603,1915,3984,5175,5261,5104
1604,3557,3599,4354,6147,3955
1605,4255,1875,97,3468,1782
1606,5673,721,566,1611,2149
1607,4634,3296,5912,2064,486
1608,2246,1227,1359,72,4944
1609,1574,3902,817,861,316
1610,1506,5398,5408,6591,5258
1611,5973,4468,5673,1606,721
1612,1433,3432,6314,1536,349
1613,1151,3211,283,147,379
1614,1299,1514,6536,131,1262
1615,162,1150,223,3224,2322
1616,754,2006,1783,3339,6490
1617,1467,5992,2683,3486,3510
1618,2743,248,1555,1862,6407
1619,1586,2218,5505,1908,1021
1620,3840,3646,2986,829,339
1621,5474,1755,1792,783,5495
1622,1597,3950,1770,167,2533
1623,5648,6084,308,5526,3074
1624,6489,4410,1641,3715,2624
1625,536,5230,3869,5488,1795
1626,2346,1845,2347,716,5958
1627,252,2066,1257,410,3279
1628,5362,2463,2048,4007,3320
1629,51,1234,6932,73,2408
1630,6546,1075,176,4471,389
1631,2489,6013,4656,4389,2497
1632,4071,4056,2418,3035,2224
1633,3283,4702,6523,1034,1135
1634,5618,1377,2090,6335,5841
1635,3002,2086,4899,6587,2737
1636,5802,2902,650,431,4205
1637,5965,3202,2761,4469,6886
1638,6670,2425,6991,4970,5404
1639,3387,3881,1390,1114,874
1640,4308,4521,3602,4124,3595
1641,2624,4410,6023,3715,1549
1642,1594,1312,5496,7006,888
1643,1210,862,6222,1147,3021
1644,2160,1195,1248,2269,1140
1645,5555,85,3735,328,372
1646,4514,2578,1057,906,893
1647,3748,2741,1264,495,3458
1648,1006,3720,2771,168,1491
1649,868,1290,2698,6938,4645
1650,565,6394,4558,1448,5181
1651,1380,5012,3740,534,6571
1652,5354,1947,244,5448,2958
1653,5481,1001,3119,4740,5920
1654,915,557,3079,6094,6069
1655,474,1583,672,3127,1481
1656,5901,2813,1828,773,6071
1657,74,1951,556,5480,6224
1658,2714,296,2956,2702,3689
1659,5347,1887,4377,5995,464
1660,4526,4498,3582,637,1994
1661,626,5553,4018,719,4967
1662,6576,7012,6162,3930,5577
1663,6862,2179,2996,1387,4720
1664,6364,6378,5140,1804,4414
1665,1665,2308,1173,935,1994
1666,1455,4545,581,6674,7048
1667,2158,5999,2280,4162,503
1668,3395,3048,2392,895,6054
1669,4192,4397,4138,3912,1680
1670,53,1974,6487,4768,2970
1671,3832,917,392,5761,3888
1672,1096,2210,2577,5694,2260
1673,3979,3136,1188,3273,6218
1674,1460,718,4529,4117,2706
1675,3164,682,7000,1966,3205
1676,4517,4249,3460,4176,4282
1677,947,4965,487,6554,505
1678,6477,6252,6780,6977,6297
1679,4982,5443,3289,1878,6199
1680,4310,3912,4397,4192,1669
1681,2713,506,578,465,5561
1682,5409,6831,6406,5755,1730
1683,1683,2420,1866,3510,1391
1684,2863,320,1482,3640,4474
1685,3947,4065,4515,4215,307
1686,3796,5267,6725,2883,1284
1687,3383,1776,5193,1444,3788
1688,6178,4638,3415,6475,4488
1689,2840,4122,1400,5580,4882
1690,5744,5490,39,2165,5366
1691,1164,1754,2125,671,6519
1692,2817,1953,1062,5655,3009
1693,3078,2350,5969,3463,3531
1694,6008,1152,436,2879,3474
1695,5207,171,2913,5614,6504
1696,365,2223,2833,5327,1524
1697,4450,2858,3565,3797,5552
1698,5227,2026,6721,2305,1837
1699,513,858,4482,1399,1722
1700,561,711,3718,5389,1359
1701,5531,5628,7005,6566,3516
1702,2470,130,1266,385,1773
1703,1459,6557,6666,6736,6418
1704,6964,5818,4649,3612,2788
1705,4684,6284,1053,6373,7013
1706,5301,2891,5292,5009,5204
1707,4911,5903,368,4694,4712
1708,3477,6623,6291,6260,4047
1709,2942,4681,2119,2719,2723
1710,1102,6249,577,3291,5907
1711,4205,2902,5802,650,431
1712,1304,1718,6901,1409,2482
1713,3936,520,6663,4507,4554
1714,7002,3794,2869,5877,5269
1715,904,1789,488,1092,2118
1716,6140,3834,4537,4441,4105
1717,6158,3315,602,919,282
1718,1712,867,595,634,1187
1719,1834,3822,5422,2487,988
1720,4010,2898,4247,4134,3494
1721,3165,1346,3980,3957,4268
1722,1722,858,513,4482,1699
1723,95,5253,6966,6522,6029
1724,2598,5434,5066,378,269
1725,509,1273,3578,1746,4030
1726,6652,5351,4483,4049,4177
1727,625,2229,766,225,5369
1728,3110,5453,1510,5468,1533
1729,5611,819,1344,2566,458
1730,5755,184,3114,498,4570
1731,5307,4648,6264,6396,2144
1732,632,6345,6828,6213,6379
1733,3761,2180,2990,576,5914
1734,4271,3511,2334,28,4665
1735,5423,5384,2098,341,5092
1736,6545,5538,2519,4117,718
1737,3414,6574,5390,4811,6506
1738,5942,3090,837,3652,2328
1739,1810,2699,5342,527,3778
1740,3244,3407,5950,3373,5641
1741,3962,3087,4732,2399,3365
1742,1518,1996,1305,5962,1040
1743,694,3586,575,2793,6172
1744,2757,3017,6680,1596,6564
1745,3965,6990,524,6186,6285
1746,4030,3578,3112,1273,2389
1747,795,5148,6374,1584,3134
1748,2827,780,767,692,196
1749,1409,2482,1954,1187,634
1750,5512,3419,2094,3745,6050
1751,3418,3428,1105,789,2928
1752,5642,3515,3469,4412,4422
1753,5447,5916,5935,2512,1437
1754,1164,1691,671,2125,6519
1755,5474,1621,5252,1792,4693
1756,5405,4239,6679,6078,6056
1757,2339,1219,180,471,60
1758,6708,6944,6341,6640,4671
1759,6472,2114,708,3402,5518
1760,2021,6076,4185,5615,2631
1761,1761,1158,1967,1929,3755
1762,6818,4609,7047,5152,7023
1763,3769,6119,5607,5932,1935
1764,1601,6820,3603,3513,4277
1765,2750,1371,604,853,6001
1766,3276,2471,4878,4769,860
1767,2777,5310,6986,5567,3591
1768,2197,110,6006,1785,6818
1769,1825,5572,6901,4834,1304
1770,1597,3950,2533,6735,6639
1771,2419,1511,7003,7039,6126
1772,1394,3342,2704,2941,4831
1773,6861,2203,130,4763,1702
1774,3534,5644,3408,4384,2033
1775,670,4337,1540,3723,4125
1776,1687,5193,3788,5472,382
1777,3184,5890,4376,6137,4416
1778,4159,1170,2739,5279,4832
1779,2546,2740,4612,4774,6883
1780,2806,2552,1500,3093,3063
1781,1351,2516,3039,2434,2187
1782,3468,97,1875,4255,1605
1783,2309,754,1616,2006,3339
1784,3717,6414,5685,5773,5208
1785,6006,2197,3192,1768,1857
1786,3368,3763,91,445,5573
1787,6572,1216,6441,5959,405
1788,6330,655,5343,1206,758
1789,1715,904,488,1092,2118
1790,43,2712,3826,3725,4677
1791,1263,134,3393,5421,299
1792,5465,783,5495,615,1110
1793,6995,7001,467,6819,1476
1794,286,275,3643,3297,2083
1795,1233,5488,2960,2572,2513
1796,3333,1372,1345,2911,300
1797,454,4875,6292,1353,6673
1798,1236,7059,6925,5102,4654
1799,2055,2267,2301,1230,3275
1800,6890,583,550,401,6777
1801,6495,2679,722,1250,6778
1802,5911,6104,6138,6054,6043
1803,720,2995,2131,1319,1115
1804,4629,5140,5331,6378,6004
1805,6265,6408,1078,308,2031
1806,3985,3695,723,4212,5377
1807,4272,4131,5784,4317,2376
1808,1859,3648,5454,5382,1547
1809,1274,6455,6460,5643,5493
1810,1739,5342,527,2569,2699
1811,6912,758,1478,434,407
1812,2856,3669,3351,3886,4375
1813,3405,4920,5578,1477,2877
1814,228,6204,1315,242,6641
1815,3052,3674,5922,5515,3246
1816,2216,2759,2051,2899,6351
1817,1916,4508,1905,373,3954
1818,3525,6638,6992,5902,945
1819,6524,4040,5299,1249,6001
1820,4774,2281,1923,3887,1880
1821,3973,3549,3927,6805,3167
1822,5679,2138,6134,2846,3309
1823,2932,3871,535,5941,1976
1824,5403,2013,859,5277,933
1825,1769,5572,6901,4834,1304
1826,989,3077,1142,6381,5142
1827,2949,1318,1548,5297,3392
1828,2813,773,5901,6071,1829
1829,3571,1829,6071,773,1828
1830,2239,3309,2846,748,2138
1831,4512,4011,1039,3580,4344
1832,6037,2484,1588,3911,3727
1833,4135,6169,5471,6750,6316
1834,3822,1719,2487,5422,988
1835,13,988,2487,1834,3822
1836,2657,4036,6086,3971,1568
1837,2305,5386,2821,5848,5933
1838,641,4062,6909,4871,3737
1839,957,3562,3185,2448,698
1840,4270,4235,5749,4177,4208
1841,6916,6230,6376,386,345
1842,415,784,3035,2418,3437
1843,2050,1423,6884,6804,6897
1844,6896,6121,4025,4675,508
1845,2346,1626,716,2569,2347
1846,4836,3376,2614,677,724
1847,3214,3520,4370,913,3512
1848,3219,3304,2491,4222,4039
1849,5391,2748,5783,2283,2344
1850,3178,4005,1561,3519,5547
1851,2199,41,1033,2174,651
1852,4525,1852,1513,4226,1896
1853,2925,2544,5031,4919,5127
1854,5663,3678,2052,2619,2315
1855,2836,3576,6009,3095,610
1856,2318,3780,2550,1949,5906
1857,3192,4043,1785,5288,6006
1858,4084,3842,2319,5473,146
1859,3648,5454,5382,1808,1547
1860,283,3211,1151,147,379
1861,6486,6362,3858,1200,84
1862,6407,1555,1618,5300,2743
1863,3305,2658,1203,6868,6845
1864,1133,1012,3529,1367,2754
1865,659,4947,6228,3843,4345
1866,2420,3510,1391,3255,1683
1867,765,5961,5550,182,6170
1868,3300,1366,1464,3863,968
1869,3915,2676,189,6889,6547
1870,6089,6528,2872,2682,6935
1871,3324,3236,5240,5700,3817
1872,822,2815,2237,4383,5570
1873,2222,3787,4676,258,1518
1874,808,806,284,64,408
1875,97,3468,1782,4255,1605
1876,833,1876,3190,896,3191
1877,1890,3846,2919,2509,3055
1878,3289,5443,6308,6199,4982
1879,6688,3179,2417,5733,2834
1880,1987,3868,1923,1880,2973
1881,3774,270,6945,3734,1215
1882,1512,403,3783,3594,662
1883,610,3095,698,2448,957
1884,2387,472,1979,622,424
1885,6516,2053,3183,1061,5250
1886,3103,4659,735,6221,6547
1887,1887,1659,5995,464,4377
1888,6527,273,3422,803,2576
1889,2666,1539,1415,3113,4731
1890,1877,2919,2509,3846,3441
1891,3739,1490,2107,2594,4102
1892,3908,4386,3543,2366,1462
1893,1190,1180,562,2678,5980
1894,1024,7014,6468,3897,3388
1895,2198,4455,3768,1126,741
1896,4525,1852,3410,1513,2791
1897,5381,6248,6421,6349,1030
1898,3117,4957,5417,1369,6823
1899,6772,5349,5209,6942,1368
1900,2256,1948,5859,5732,1293
1901,1693,3078,2350,5969,3463
1902,2093,4307,1516,4489,4401
1903,569,2710,5897,429,3363
1904,6020,5826,3327,3810,2744
1905,373,4508,1916,1817,6358
1906,3662,3311,1497,2172,2130
1907,4457,2762,3898,2466,1428
1908,1021,5505,2218,1586,1619
1909,667,710,3049,983,1281
1910,5330,6501,4919,2925,5186
1911,1144,4661,2023,6686,2226
1912,513,4422,4482,1699,858
1913,5910,6959,5462,6181,1558
1914,680,3372,282,3430,3475
1915,1603,3984,5175,5104,5261
1916,1817,4508,1905,373,3954
1917,3610,1595,4726,4719,3889
1918,2062,1321,6348,860,3465
1919,2060,334,3689,6366,1658
1920,44,7030,4127,3650,6184
1921,1921,2289,5513,2549,3629
1922,4213,3199,3864,6326,4526
1923,1987,3868,1923,1880,2973
1924,511,4064,6960,3256,2837
1925,1925,2332,2016,4455,2233
1926,542,5955,197,4973,1163
1927,1927,5753,4361,3517,4372
1928,369,2882,3752,5341,3506
1929,1967,1158,3755,601,1761
1930,6274,737,342,367,730
1931,2485,5388,2910,6537,2738
1932,3509,1932,4420,5367,2326
1933,215,4299,3641,4693,5252
1934,806,284,278,64,408
1935,5309,5932,2517,5860,6119
1936,5933,5848,2821,5386,2305
1937,123,5147,3236,3324,1104
1938,6808,6458,6893,6605,836
1939,500,2209,2137,693,686
1940,2770,2111,1978,1065,5421
1941,6608,5494,3667,5011,6809
1942,1571,6829,3792,4590,201
1943,1177,3246,5515,5922,3674
1944,309,6968,756,1969,5767
1945,2946,2929,5100,5068,611
1946,2838,2163,381,3500,6570
1947,1652,5354,244,2958,2046
1948,5859,5732,1900,2256,1293
1949,3780,932,2318,2454,3829
1950,3267,2955,2365,3766,3481
1951,74,1657,556,5411,5480
1952,3411,757,2024,2040,3186
1953,2817,1692,1062,3009,1376
1954,1187,634,867,595,2482
1955,2294,266,3811,183,2115
1956,1960,4790,4856,1025,4895
1957,6869,6116,2496,5532,3022
1958,3094,1958,4449,2043,881
1959,6520,4615,5221,6404,3042
1960,1956,4790,4856,1025,4895
1961,5636,5661,1988,1993,5681
1962,5276,1083,6117,1545,6112
1963,1048,4880,2583,5233,4910
1964,1970,5344,1068,3209,2532
1965,4630,264,1320,5112,5248
1966,3205,4297,7000,682,3974
1967,1929,1158,3755,601,1761
1968,2857,5479,970,1186,5045
1969,756,6968,309,1944,5767
1970,1964,5344,1064,986,2291
1971,477,5635,2291,986,1064
1972,1044,333,2518,5203,4696
1973,2671,3471,3512,4035,2356
1974,53,1670,4768,6487,4050
1975,2037,2030,6395,5623,4866
1976,535,5941,941,5724,6216
1977,2234,1509,1106,1257,2066
1978,2111,2770,5421,3393,1791
1979,622,2387,472,1884,424
1980,3005,2022,1014,883,2954
1981,1521,2799,349,6314,1536
1982,98,4611,4621,4787,2207
1983,2763,2555,6603,2730,5056
1984,5437,5683,2085,571,1493
1985,2243,3222,2042,2561,133
1986,2148,2042,2243,1985,3222
1987,1987,3868,1923,1880,2973
1988,1993,5681,5693,5636,5661
1989,3817,5700,2128,5240,1871
1990,3176,1071,172,5682,3701
1991,3686,1204,3328,2652,5914
1992,4181,2558,5835,4333,3974
1993,1988,5681,5693,5636,5661
1994,2469,2564,383,1665,301
1995,1267,2191,1171,1613,1990
1996,1305,5962,1040,1518,1742
1997,2944,1592,559,568,1725
1998,2812,1998,3059,813,950
1999,2296,3367,2622,5599,2596
2000,2768,5492,2889,6093,3406
2001,2766,1167,2756,2790,2272
2002,359,294,1116,3790,3245
2003,2637,5350,2169,6746,6515
2004,5373,4680,6744,4633,4869
2005,3369,2428,441,2241,2304
2006,1616,754,1783,3339,6490
2007,3058,841,872,2980,5616
2008,129,2054,2662,6132,396
2009,4820,1955,2294,266,3811
2010,3626,2143,2999,2580,5799
2011,2620,2112,3632,2287,2411
2012,5675,1373,3312,2415,2936
2013,859,933,3188,1824,982
2014,2014,4207,5758,2453,5781
2015,4635,1986,2148,2042,2243
2016,2332,3518,158,2233,2421
2017,2530,2820,3659,5927,1149
2018,1301,2535,1045,3621,2207
2019,2260,424,5694,622,1979
2020,2915,4698,246,4663,6412
2021,6076,1760,4185,5615,2631
2022,3005,2022,1014,883,2954
2023,1911,1144,6686,4661,5516
2024,3411,757,2024,2040,3186
2025,217,5806,2444,52,6296
2026,2305,1698,5386,1837,2821
2027,295,5338,2708,2565,2274
2028,2290,2595,3814,5654,1379
2029,5601,5967,924,3548,2849
2030,6395,2037,1975,5623,326
2031,2211,3731,5648,1623,2276
2032,2633,2227,5704,5065,4855
2033,2791,1599,1896,3541,937
2034,1089,4925,5603,2089,3622
2035,5232,2112,2620,2011,2095
2036,3536,5525,5889,2847,2796
2037,5623,2030,1975,6395,326
2038,1416,2613,6621,5672,492
2039,2664,1316,2286,1471,6494
2040,3411,757,2024,2040,3186
2041,1100,3806,3899,800,4443
2042,2243,2148,1986,1985,3222
2043,3094,1958,4449,2043,881
2044,2082,2936,1330,2415,5682
2045,1238,2307,6088,3644,1403
2046,2958,5705,5849,2784,2359
2047,2303,2312,897,3753,3019
2048,1628,5362,4007,2463,3540
2049,1276,1525,2700,2110,2681
2050,1843,1423,6884,6804,6897
2051,2759,2216,1816,2899,6338
2052,2315,2183,2619,1854,5663
2053,3183,6516,1061,1885,8
2054,2662,6132,396,129,2008
2055,1799,3275,1230,2267,2301
2056,4700,5838,3664,4559,446
2057,4484,4449,1958,2043,117
2058,5040,1426,5664,5625,3445
2059,2301,2267,5321,1799,2055
2060,1919,334,6366,3689,1658
2061,3738,1535,5683,1984,297
2062,1918,1321,6348,860,3465
2063,2178,166,1119,936,1019
2064,4589,211,2398,1607,3321
2065,5713,5535,661,1322,5730
2066,1257,1106,1509,1627,252
2067,3293,2847,5889,1286,5525
2068,5218,5801,5885,5379,234
2069,3663,4565,3295,3634,4788
2070,2329,3496,3441,3907,3263
2071,2372,2395,2310,2384,2377
2072,6619,6262,4706,4692,5245
2073,5924,6531,5796,5433,5493
2074,4881,5373,2004,4680,4633
2075,4242,621,5239,707,3937
2076,2426,1567,3941,397,3940
2077,6618,4889,2265,331,3439
2078,5790,3247,2480,5844,2985
2079,776,3004,2390,2235,2718
2080,2385,3499,3657,2368,1537
2081,5130,902,173,5168,3351
2082,2044,2936,1330,2415,5682
2083,777,388,219,3297,3643
2084,5997,713,6030,748,4139
2085,571,5437,1493,1984,1388
2086,1635,3002,4899,2737,6587
2087,3403,2557,5599,2296,6471
2088,2831,2562,3814,3265,2290
2089,3622,5594,5603,4925,3242
2090,1377,5618,6335,1634,5841
2091,5456,5534,1293,2256,1900
2092,6485,2615,6879,4668,5767
2093,4307,1902,1516,4489,4401
2094,6050,3745,1750,529,6017
2095,4679,446,5232,5838,2035
2096,2923,2393,3121,4227,3034
2097,3286,2204,5630,4843,5430
2098,5384,341,1735,5423,5092
2099,2099,525,2258,5391,1849
2100,3070,6664,3207,6878,456
2101,5208,1784,3717,6414,5685
2102,530,3355,4103,475,1182
2103,6918,395,4799,2782,6255
2104,2104,3964,2014,3972,5758
2105,5263,5192,4785,5851,5879
2106,5591,355,5647,1212,181
2107,1891,3739,4102,1490,2594
2108,1560,5680,2981,653,3334
2109,419,5719,1456,78,3516
2110,2700,2681,1525,1276,2049
2111,1978,2770,5421,3393,1791
2112,2620,2011,3632,2035,2287
2113,4031,654,4189,1420,3638
2114,708,2631,5615,4185,3402
2115,183,3811,266,421,2156
2116,5270,5284,5318,5931,2782
2117,113,90,1474,997,5172
2118,1092,1789,1715,904,124
2119,2719,2723,6409,1709,2942
2120,499,6358,6482,4713,373
2121,5841,2977,6335,2090,1377
2122,3624,3147,3909,6559,2965
2123,6863,6582,6766,4955,6865
2124,6255,6303,3680,6918,6087
2125,671,6519,1691,2781,3399
2126,3263,3496,2329,2070,2071
2127,2304,441,2241,2005,3369
2128,1989,3817,5240,5700,1871
2129,2990,1906,3662,3311,3761
2130,3249,2172,1497,3311,4399
2131,2995,3301,5566,2240,3232
2132,3198,2528,3831,3712,6122
2133,918,6185,3219,1848,3304
2134,2794,3547,2354,1491,168
2135,2997,6425,1556,6320,6853
2136,5853,3693,3636,2918,2751
2137,693,686,342,737,500
2138,6134,2846,1822,3309,5679
2139,1465,1157,2139,3611,4499
2140,3268,2752,2688,5857,3203
2141,2693,3033,6707,3917,5936
2142,6923,5402,7052,22,5501
2143,2580,5799,2451,2010,3626
2144,6396,6835,6581,6798,6324
2145,3454,3016,3857,897,3753
2146,965,5827,6812,4704,7031
2147,3435,3051,2924,2406,1323
2148,1986,2042,2243,1985,3222
2149,2684,1546,4503,566,721
2150,476,811,292,206,5909
2151,4618,2196,811,2150,476
2152,4436,5417,1369,3801,3106
2153,2127,1379,2304,441,5654
2154,2190,3467,3282,2855,2185
2155,2479,2292,3874,5449,6033
2156,421,2115,183,3811,2494
2157,2521,961,1591,2888,2890
2158,2280,1667,5999,543,4162
2159,1389,2867,1404,717,3828
2160,1644,1195,3634,1248,2269
2161,6372,2786,3056,2635,5617
2162,2592,5457,3336,3242,3328
2163,3500,381,6570,1946,2838
2164,5855,3042,149,2212,5278
2165,5490,5744,1690,39,5366
2166,4302,4123,4326,3939,6382
2167,5228,2931,2431,6954,5115
2168,2937,1069,3397,5830,3338
2169,5350,6746,5063,2003,2637
2170,3676,5908,3727,3911,4443
2171,2972,6727,6305,6699,4576
2172,3249,2130,3311,1497,3662
2173,3221,4691,3920,6443,5238
2174,1383,1851,1033,2199,41
2175,3802,1445,1032,2175,951
2176,2886,1245,4662,3323,5822
2177,3491,3278,826,880,2402
2178,2063,166,1119,936,1019
2179,1663,6862,2996,6445,6741
2180,1733,3761,5914,576,2990
2181,1289,3465,5017,1321,1918
2182,5497,4110,50,251,6003
2183,2315,2052,2619,1854,5663
2184,733,3722,62,5164,6668
2185,3467,2190,2154,3282,2855
2186,3390,6590,421,2156,2115
2187,2434,3039,2516,1781,1351
2188,3910,786,608,3187,739
2189,4941,6293,2482,1954,1409
2190,2154,3467,3282,2855,2185
2191,1267,1995,1171,1613,5675
2192,2297,2192,2322,3224,1150
2193,804,875,1536,1433,1612
2194,5179,6641,5374,228,1814
2195,5210,3789,1194,5776,4172
2196,2151,4618,811,448,2150
2197,1768,110,6006,1785,6818
2198,4455,1895,3768,3540,1925
2199,41,1033,1851,2174,651
2200,2298,3288,2635,5617,593
2201,3782,779,380,5542,5355
2202,4237,4298,4160,4055,3963
2203,6861,1773,4763,2654,425
2204,4843,2667,5430,3286,2097
2205,5669,891,5695,2976,4121
2206,750,4356,4819,4119,5718
2207,3621,1045,2018,1301,2535
2208,5834,2502,3649,5641,3244
2209,500,6274,2137,693,686
2210,2577,5694,2260,2019,424
2211,3731,2031,2276,717,5648
2212,4923,6401,2164,3429,5038
2213,727,186,2930,5378,2839
2214,2214,911,2811,4523,1339
2215,4090,4312,6931,6800,2541
2216,1816,2759,2051,2899,6351
2217,5881,2258,525,136,2099
2218,5505,1021,1908,1586,1619
2219,3331,3326,5552,4485,2232
2220,2104,3964,2014,3972,5758
2221,2447,847,3047,2324,2428
2222,3787,1873,4676,258,6182
2223,365,1696,2833,5776,5327
2224,3855,636,4071,1632,4056
2225,2436,2839,5378,5610,709
2226,4447,6898,4749,4823,5306
2227,5704,5065,2032,5084,2633
2228,2826,1224,6176,3290,5397
2229,766,225,5369,1727,1182
2230,410,252,3279,5551,1627
2231,2302,3029,3882,4412,5795
2232,4485,3326,2219,1314,5552
2233,158,2233,2421,2016,2332
2234,1977,1509,1106,1257,2066
2235,2718,3697,3298,3508,2390
2236,6499,1530,2901,1442,4583
2237,1420,1872,2815,822,4383
2238,80,492,6900,6505,6435
2239,1830,748,6030,3309,2846
2240,5566,3232,3301,2131,2995
2241,441,3369,2005,2304,2428
2242,5557,1275,1580,1565,1247
2243,2042,1985,2148,1986,3222
2244,695,2874,1017,5444,4619
2245,2644,3575,2934,3606,3175
2246,1227,1608,4944,1359,72
2247,2353,2324,3226,847,2221
2248,1064,986,2291,5635,477
2249,6914,7011,4550,843,4003
2250,4793,6867,5054,2697,5614
2251,3254,4688,370,2374,6431
2252,1492,2878,5895,2979,729
2253,4791,497,5120,2481,2899
2254,5978,4039,4222,3851,3343
2255,3926,3620,2255,2605,3189
2256,1900,1948,5859,5732,1293
2257,6141,4221,4022,2405,6151
2258,525,2099,2668,5391,1849
2259,2314,5720,5014,2563,1065
2260,2019,5694,424,2577,622
2261,3561,5708,3859,3924,5667
2262,4300,1063,3590,3413,5791
2263,2263,3851,3343,4039,2254
2264,6514,2809,2943,4829,6500
2265,1155,1541,591,315,5936
2266,2351,2365,2349,3942,2955
2267,2301,2059,1799,2055,5321
2268,3878,3890,3894,3359,791
2269,1140,1248,3251,5463,5716
2270,3679,3345,2975,1398,4596
2271,2424,3907,2070,2329,5442
2272,2790,5629,2756,2889,5492
2273,1470,1395,3848,5809,2460
2274,3636,2565,2136,3693,5853
2275,412,2285,5975,3785,1118
2276,717,3731,2211,1404,2031
2277,2795,2494,3751,2672,2829
2278,619,4415,1374,810,666
2279,1047,3479,855,2938,510
2280,2158,1667,543,5999,5644
2281,4399,2303,2047,3249,2130
2282,2962,5371,2957,4000,844
2283,2344,2967,5723,5783,2748
2284,4735,3067,3687,3788,5472
2285,412,1118,2275,3785,5975
2286,2039,1471,2664,1316,6494
2287,3632,2411,1251,3682,2011
2288,2668,2099,5391,525,1849
2289,1921,2289,5513,2549,3629
2290,2028,2595,3814,5654,1379
2291,986,1064,2248,5635,477
2292,3874,5449,6033,3550,2479
2293,2554,2357,2998,3440,494
2294,266,3811,183,2115,421
2295,2665,3808,2825,5866,30
2296,5599,1999,3367,2087,3403
2297,2297,2192,2322,3224,1150
2298,3288,2635,5617,593,3216
2299,6047,1395,3848,1470,2273
2300,691,687,5046,6415,1531
2301,2267,2059,1799,2055,5321
2302,3029,3882,2231,4412,3515
2303,2047,2312,897,3753,2281
2304,441,2241,2005,2127,3369
2305,5386,1837,2821,5848,5933
2306,3526,3656,3591,5567,2777
2307,3644,1238,2045,1403,6088
2308,2308,1173,2661,1665,301
2309,1783,1616,754,2006,3339
2310,2377,2384,3521,2395,2071
2311,2892,1294,2655,6088,2045
2312,897,2047,3753,2303,3019
2313,6972,6749,6302,361,6685
2314,2259,5720,5014,2563,1065
2315,2183,2052,2619,1854,5663
2316,441,2241,2304,2005,3369
2317,770,5348,5427,1310,3901
2318,3780,1856,1949,2550,932
2319,5473,3842,4084,1858,2927
2320,2649,3266,274,2880,3784
2321,2985,5844,6630,2480,6447
2322,2192,2297,732,3224,1150
2323,3681,68,1343,4175,5018
2324,2247,847,2353,3226,2221
2325,5407,1480,4952,5138,4865
2326,4531,1542,6125,5367,3509
2327,3555,4333,3974,4181,4297
2328,4058,1537,878,3652,3657
2329,3496,2070,3441,3907,3263
2330,5561,3200,465,3627,854
2331,6000,5506,5314,6040,3313
2332,2016,2675,1925,2233,158
2333,3366,5864,3417,3378,2638
2334,2334,4271,1734,28,4665
2335,188,4096,4439,3542,2830
2336,6981,6648,6873,6729,6849
2337,1189,2852,6329,6203,5884
2338,3766,3481,2454,3829,1950
2339,1757,1219,180,471,60
2340,884,833,1876,4505,582
2341,3083,827,2343,2341,1043
2342,1124,6080,3080,5852,1469
2343,3083,827,2343,2341,1043
2344,5723,2967,2283,5783,2748
2345,5530,1280,3809,3375,3210
2346,1626,1845,2347,716,2569
2347,1626,2346,3839,5958,1845
2348,290,2381,4396,4402,4372
2349,3942,2266,2351,1950,2955
2350,5969,3463,3531,3045,3845
2351,2351,2365,2349,3942,2955
2352,3730,1015,5564,2969,380
2353,3226,2247,2324,847,2221
2354,1491,168,2771,3720,3547
2355,280,1051,1413,1035,5425
2356,4035,3512,913,3988,3471
2357,2998,3440,494,2293,2554
2358,704,703,901,3800,5785
2359,2359,2784,5849,5705,2958
2360,1239,65,3217,496,4061
2361,257,6882,6508,193,6473
2362,3386,6392,3285,3827,3673
2363,6413,3130,6346,6811,4707
2364,6836,2724,5654,1379,2595
2365,3267,2955,1950,3481,3766
2366,4386,1462,3543,3908,3487
2367,1139,6604,2150,476,292
2368,3499,4411,2385,2080,4432
2369,2959,3107,2409,4224,198
2370,931,778,821,824,3140
2371,6124,2810,2547,4004,205
2372,2071,2395,3055,3496,2377
2373,4008,3770,814,468,3741
2374,370,1041,4688,261,2251
2375,6061,4060,3553,2841,5646
2376,4317,5784,3097,2412,4272
2377,2377,2384,3521,2395,2071
2378,5334,1113,805,2961,771
2379,3444,2338,3766,3829,2454
2380,2964,29,3677,840,3877
2381,290,2348,4402,4396,4372
2382,3239,5579,3234,2751,3924
2383,5564,2969,2352,380,779
2384,2377,2384,3521,2395,2071
2385,2080,3499,3657,2368,4411
2386,5902,945,3880,4316,6638
2387,1884,472,1979,622,424
2388,137,6822,1066,1054,4863
2389,2950,2389,3112,1746,4030
2390,3004,3697,3298,2235,2718
2391,5816,5467,431,650,5802
2392,895,1668,3395,3048,3241
2393,3121,3034,2096,1414,2923
2394,3015,3196,3086,93,2394
2395,2071,2372,2377,2384,2310
2396,3057,3382,4414,6364,4966
2397,354,128,3010,5970,2643
2398,3321,15,1361,211,4589
2399,3365,3087,3962,1741,3160
2400,2584,2467,3063,842,3514
2401,4752,4246,1218,1435,631
2402,3491,3278,826,880,2402
2403,3552,1081,5808,3701,172
2404,885,831,75,782,876
2405,3132,4022,3163,6151,239
2406,2924,3051,2147,3435,1323
2407,1326,212,2449,666,1374
2408,5562,5612,73,1629,1234
